image_id,feature_wind_speed,feature_wind_dir,feature_wind_std,target_power
seq_0.png,0.5430351498792007,0.5528356487711781,0.023708560989461065,0.9959773530882109
seq_1.png,0.5594863842107973,0.5451569932219151,0.0290680220968107,0.9929444965804959
seq_2.png,0.5710268751708709,0.5441144718630708,0.030668184381520358,0.9654818776804983
seq_3.png,0.5585790584167082,0.5490045226505932,0.026973677514406498,0.9590931385281518
seq_4.png,0.55758130650828,0.5479058824805956,0.017927200656047172,0.9496722175258533
seq_5.png,0.5360812681812295,0.54443533243741,0.012606214882360297,0.9399574830677768
seq_6.png,0.5439198502271132,0.5345030234221425,0.012452360553358549,0.9382380502930376
seq_7.png,0.5452004958831895,0.5305971711202424,0.012659856782548433,0.9443924133385238
seq_8.png,0.5213780198254896,0.5339055106722795,0.013947359215079448,0.9575475650589348
seq_9.png,0.5105016500306552,0.535480524949938,0.017186055929126462,0.9581856563711644
seq_10.png,0.5096907283115979,0.5346438714655424,0.01612219936964213,0.973381310495717
seq_11.png,0.505121977261199,0.5349144200845664,0.017806205480342632,0.9699825870831374
seq_12.png,0.4965561649460075,0.541668090123418,0.016961851766626884,0.9710152857209347
seq_13.png,0.4998276228548464,0.5445655840285519,0.008832662776588477,0.9848773438453995
seq_14.png,0.5248874989415597,0.5455836487755874,0.010000031581639597,0.9603577170390877
seq_15.png,0.5195058587419991,0.5514620094722102,0.011107313975644763,0.9843199416016227
seq_16.png,0.5124523569774778,0.55003174273238,0.011185429423744736,0.9731458549364358
seq_17.png,0.5012117856024804,0.5490689490803152,0.011613008397577822,0.9654229800577913
seq_18.png,0.5088337989962909,0.5586262284573058,0.009925311461442847,0.9824723238519167
seq_19.png,0.49756466204961347,0.5565687365154834,0.010468372669352946,0.9332349232543062
seq_20.png,0.4802414021601929,0.5471778214389286,0.013754796152869763,0.9615594849122912
seq_21.png,0.4904584180242611,0.5550009278253579,0.011897212562881085,0.9779975887731538
seq_22.png,0.5000359055993714,0.559087894689236,0.00988666859370071,0.9479660755090462
seq_23.png,0.4844963481092109,0.5527387124259316,0.010586841396927837,0.9124514162078432
seq_24.png,0.4755857815037201,0.562701539223699,0.009684518100430325,0.8941096305371693
seq_25.png,0.4633549495887644,0.5575134738129014,0.01260282828054911,0.9724461673704472
seq_26.png,0.494712153247063,0.5496520082693008,0.013470571115990055,0.9587712593094339
seq_27.png,0.49571111588170724,0.5586179208387371,0.014071187805576374,0.9108674547119111
seq_28.png,0.4677388378799009,0.5565498324446568,0.013637863862332227,0.8415956870478515
seq_29.png,0.4325773811068733,0.5540673379957158,0.02339682513902962,0.9519193676027979
seq_30.png,0.4835386258363354,0.5631871110519202,0.02388701538413067,0.9444593393886117
seq_31.png,0.4752092834854124,0.5538987272474027,0.023421488052523896,0.7758552805125767
seq_32.png,0.423489064758642,0.5478639629154667,0.028809767586394492,0.6890237904566962
seq_33.png,0.3846958076864322,0.5564459448267305,0.037860949040107277,0.8884866954115838
seq_34.png,0.45297092917712956,0.5569154100475204,0.03650711597782934,0.9919466777490435
seq_35.png,0.5034223824988303,0.5542484525576911,0.04358877734175712,0.9945884351515586
seq_36.png,0.5180748560238437,0.5572476300186797,0.05008379080499245,0.9326958042359049
seq_37.png,0.4570663619470548,0.5440444928923638,0.049500354752673774,0.9249041142654361
seq_38.png,0.45672875850847106,0.5493000788969438,0.04683938295845811,0.9859713688738532
